loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies
20000.0, 36,9.17,637.58,B,B2,,2 years,RENT,130000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.77,Oct-2011,8.0,0.0,12187.0,36.5,13.0,w,Individual,0.0,0.0
10000.0, 60,13.44,229.79,C,C3,Mechanic,7 years,RENT,30160.0,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,29.45,Oct-2009,5.0,0.0,10477.0,95.2,5.0,w,Individual,0.0,0.0
35000.0, 60,18.49,898.13,D,D5,IT Supervisor,9 years,MORTGAGE,132500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.48,Jul-2003,16.0,0.0,27946.0,83.9,25.0,w,Individual,5.0,0.0
16000.0, 60,14.85,379.39,C,C5,District Sales Leader,10+ years,RENT,90000.0,Not Verified,Dec-2015,Late (31-120 days),credit_card,Credit card refinancing,16.65,May-2002,13.0,1.0,10159.0,51.8,20.0,w,Individual,0.0,1.0
2000.0, 36,11.99,66.42,C,C1,Financial Manager,10+ years,MORTGAGE,180000.0,Not Verified,Dec-2015,Fully Paid,other,Other,12.66,May-1984,10.0,0.0,4016.0,75.8,32.0,w,Individual,3.0,0.0
12000.0, 36,9.8,386.09,B,B3,Certified Lead Samsung Experience Consul,2 years,RENT,39500.0,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,25.43,Aug-2003,9.0,0.0,9332.0,65.7,10.0,w,Individual,0.0,0.0
8000.0, 36,6.99,246.99,A,A3,Registered Nurse ,1 year,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,18.92,Apr-2004,17.0,0.0,5387.0,36.2,25.0,w,Individual,2.0,0.0
10000.0, 36,9.8,321.74,B,B3,Quality Assurance Wings,10+ years,MORTGAGE,92000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,10.55,Aug-1996,8.0,0.0,9560.0,54.6,27.0,w,Individual,5.0,0.0
25000.0, 60,7.91,505.84,A,A5,Executive Admin,10+ years,RENT,76500.0,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,15.65,Jan-2002,8.0,0.0,33834.0,62.5,21.0,w,Individual,3.0,0.0
35000.0, 36,13.99,1196.05,C,C4,Executive Director ,10+ years,RENT,100000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.43,Jan-1986,12.0,0.0,31610.0,80.6,22.0,w,Individual,5.0,0.0
25600.0, 60,7.91,517.98,A,A5,Lawyer,3 years,OWN,150000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.88,Feb-2005,10.0,0.0,15837.0,31.9,39.0,w,Individual,2.0,0.0
4325.0, 36,11.99,143.64,C,C1,Account manager,10+ years,OWN,90000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,16.96,Aug-1997,17.0,1.0,15676.0,37.8,23.0,w,Individual,3.0,1.0
6000.0, 36,6.99,185.24,A,A3,Teacher,10+ years,OWN,48000.0,Not Verified,Dec-2015,Fully Paid,credit_card,,33.78,Apr-1983,18.0,0.0,7204.0,26.6,30.0,w,Individual,0.0,0.0
18200.0, 60,15.77,440.37,D,D1,Accounting Supervisor,8 years,RENT,65000.0,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,29.28,Feb-2004,27.0,1.0,7411.0,59.8,38.0,w,Individual,2.0,1.0
10000.0, 36,6.99,308.73,A,A3,Master Carpenter,3 years,RENT,54000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,19.38,Sep-2000,11.0,0.0,13447.0,65.3,18.0,w,Individual,0.0,0.0
30000.0, 60,13.44,689.37,C,C3,legal secretary,5 years,MORTGAGE,81000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.03,May-1989,12.0,0.0,18471.0,52.5,18.0,w,Individual,2.0,0.0
13200.0, 36,5.32,397.52,A,A1,"Director, Accounting & Finance",2 years,MORTGAGE,150000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,15.45,Jul-1996,14.0,0.0,42605.0,27.7,30.0,w,Individual,12.0,0.0
10000.0, 36,6.99,308.73,A,A3,SALES,5 years,RENT,220000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,4.76,Nov-2003,8.0,1.0,6666.0,47.6,14.0,w,Individual,2.0,1.0
3000.0, 36,11.48,98.9,B,B5,O&M Specialist III,5 years,MORTGAGE,75000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.82,Apr-2004,13.0,0.0,11907.0,56.4,25.0,w,Individual,2.0,0.0
20000.0, 36,9.8,643.47,B,B3,Director,10+ years,OWN,96000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.04,Mar-1996,9.0,0.0,8516.0,37.8,14.0,w,Individual,0.0,0.0
13875.0, 60,11.99,308.58,C,C1,Purchasing Agent,10+ years,MORTGAGE,32500.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,23.53,Mar-2001,7.0,0.0,10580.0,81.4,15.0,w,Individual,1.0,0.0
18000.0, 36,6.49,551.61,A,A2,Dispatcher,10+ years,MORTGAGE,76000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.4,Nov-1994,20.0,0.0,19182.0,26.9,41.0,w,Individual,4.0,0.0
15225.0, 36,8.49,480.55,B,B1,Teacher,3 years,OWN,40000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.21,May-1999,12.0,1.0,5278.0,31.0,30.0,w,Individual,0.0,0.0
16000.0, 60,11.48,351.73,B,B5,Sr Sales Executive,6 years,RENT,65000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.16,Feb-2001,13.0,1.0,12669.0,53.9,18.0,w,Individual,2.0,1.0
21000.0, 60,9.8,444.13,B,B3,manager,7 years,RENT,125000.0,Not Verified,Dec-2015,Charged Off,other,Other,6.2,May-2003,16.0,0.0,4994.0,3.2,21.0,w,Individual,0.0,0.0
13000.0, 60,16.59,320.23,D,D2,Sr. Business Specialist,< 1 year,RENT,40000.0,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,16.74,Sep-2000,6.0,0.0,18114.0,100.6,17.0,w,Individual,0.0,0.0
20000.0, 36,7.91,625.9,A,A5,Community Manager,5 years,OWN,120000.0,Not Verified,Dec-2015,Fully Paid,major_purchase,Major purchase,4.99,Sep-1987,19.0,0.0,1801.0,2.5,31.0,w,Individual,2.0,0.0
31075.0, 36,7.49,966.49,A,A4,Lieutenant,10+ years,RENT,70000.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,17.18,Apr-1991,10.0,0.0,31640.0,48.6,28.0,w,Individual,3.0,0.0
18000.0, 36,6.99,555.71,A,A3,Owner,10+ years,OWN,120000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,14.88,Nov-1983,7.0,0.0,41266.0,63.5,13.0,w,Individual,3.0,0.0
5000.0, 36,9.17,159.4,B,B2,,,MORTGAGE,74967.0,Verified,Dec-2015,Fully Paid,other,Other,33.39,Oct-1998,9.0,1.0,8770.0,58.5,35.0,w,Individual,7.0,1.0
4675.0, 36,17.27,167.31,D,D3,Sales Associate,< 1 year,MORTGAGE,13000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,34.07,Nov-1996,6.0,0.0,3394.0,44.1,23.0,w,Individual,0.0,0.0
6000.0, 36,9.8,193.05,B,B3,Automation Engineer,4 years,MORTGAGE,85140.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.42,Mar-2012,11.0,0.0,11210.0,57.5,12.0,w,Individual,1.0,0.0
12000.0, 60,12.88,272.31,C,C2,General / sales Manager,10+ years,MORTGAGE,90000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.62,Apr-2002,11.0,1.0,8275.0,30.6,30.0,w,Individual,4.0,1.0
13000.0, 60,13.99,302.42,C,C4,Technician,10+ years,RENT,115000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,9.9,Aug-2001,9.0,0.0,16440.0,45.2,21.0,w,Individual,2.0,0.0
1800.0, 36,11.48,59.34,B,B5,Benefits Consultant,10+ years,RENT,50000.0,Not Verified,Dec-2015,Fully Paid,other,Other,20.38,Jan-2002,9.0,0.0,10140.0,95.7,15.0,w,Individual,0.0,0.0
4475.0, 36,16.59,158.64,D,D2,Rph,10+ years,RENT,114000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,8.36,Jul-2000,5.0,1.0,5153.0,44.0,40.0,w,Individual,1.0,1.0
14400.0, 36,6.49,441.29,A,A2,Sales Engineer,8 years,MORTGAGE,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.32,Jul-2003,21.0,0.0,14446.0,74.8,26.0,w,Individual,1.0,0.0
5875.0, 36,7.91,183.86,A,A5,Purchasing Assistant,5 years,RENT,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,9.53,Nov-2002,9.0,1.0,5814.0,45.1,18.0,w,Individual,0.0,0.0
20000.0, 36,17.97,722.75,D,D4,Nurse Manager,7 years,MORTGAGE,180000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.1,Apr-1989,13.0,0.0,59126.0,92.1,30.0,w,Individual,2.0,0.0
10000.0, 36,6.99,308.73,A,A3,Senior Electrical Engineer,5 years,MORTGAGE,115000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,23.26,Jun-2002,17.0,0.0,25824.0,72.9,39.0,w,Individual,5.0,0.0
34100.0, 60,12.88,773.79,C,C2,RN,8 years,MORTGAGE,92892.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.14,Nov-1994,13.0,0.0,21449.0,65.2,39.0,w,Individual,2.0,0.0
24000.0, 36,11.48,791.2,B,B5,Lecturer and Curriculum Fellow,3 years,RENT,56457.0,Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,12.37,Dec-2004,5.0,0.0,22849.0,86.5,6.0,w,Individual,0.0,0.0
30000.0, 60,18.49,769.83,D,D5,Division Manager,8 years,MORTGAGE,300000.0,Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,8.62,Aug-2000,10.0,2.0,11169.0,94.7,21.0,w,Individual,1.0,0.0
5200.0, 36,10.78,169.71,B,B4,President,7 years,MORTGAGE,160000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,8.0,Nov-1987,6.0,0.0,8211.0,39.7,23.0,w,Individual,4.0,0.0
16800.0, 36,11.99,557.93,C,C1,Project Coordinator,< 1 year,RENT,50000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,5.76,Dec-2005,10.0,1.0,6920.0,40.7,30.0,w,Individual,0.0,0.0
10000.0, 36,11.99,332.1,C,C1,Driver,7 years,RENT,40000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.95,Feb-2008,4.0,0.0,1252.0,27.2,7.0,w,Individual,0.0,0.0
22000.0, 60,17.97,558.3,D,D4,Service technician,10+ years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.34,Jul-2000,10.0,0.0,39840.0,74.3,25.0,w,Individual,1.0,0.0
28000.0, 36,5.32,843.22,A,A1,VP Manufacturing,10+ years,MORTGAGE,144000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.88,Oct-1979,16.0,0.0,82471.0,69.0,29.0,w,Individual,1.0,0.0
7200.0, 36,6.49,220.65,A,A2,Sales,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,20.68,Sep-2002,3.0,0.0,4727.0,67.5,22.0,w,Individual,1.0,0.0
18000.0, 36,11.99,597.78,C,C1,Clerk Typist II,9 years,RENT,41000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,38.35,May-2009,12.0,0.0,18982.0,61.8,20.0,w,Individual,0.0,0.0
8400.0, 36,7.49,261.26,A,A4,iron fitter,1 year,OWN,30000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,29.2,Aug-2007,9.0,0.0,4008.0,46.0,13.0,w,Individual,0.0,0.0
5000.0, 36,14.85,172.96,C,C5,Social Worker Supervisor,2 years,RENT,67000.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,31.08,Oct-1999,18.0,0.0,16036.0,57.6,38.0,w,Individual,0.0,0.0
5000.0, 36,9.8,160.87,B,B3,Maintenance worker,10+ years,RENT,55000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,10.93,Jul-2003,6.0,0.0,6846.0,58.0,11.0,w,Individual,0.0,0.0
2400.0, 36,11.48,79.12,B,B5,Chemical operator,5 years,MORTGAGE,60000.0,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,24.14,Dec-2007,10.0,0.0,13450.0,62.6,22.0,w,Individual,1.0,0.0
15000.0, 36,5.32,451.73,A,A1,Truck Driver,9 years,OWN,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.48,Apr-1988,8.0,0.0,12370.0,15.7,16.0,w,Individual,0.0,0.0
6075.0, 36,9.17,193.67,B,B2,Senior Compliance Analyst ,9 years,MORTGAGE,64400.0,Verified,Dec-2015,Fully Paid,debt_consolidation,,27.37,Dec-1999,17.0,0.0,5633.0,17.7,40.0,w,Individual,2.0,0.0
20000.0, 36,10.78,652.7,B,B4,Analytical Research Scientist,2 years,RENT,55000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,22.58,Jul-2007,11.0,0.0,23324.0,62.9,22.0,w,Individual,0.0,0.0
6025.0, 36,14.85,208.42,C,C5,Mgr. Quality Control,10+ years,RENT,110000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.32,Oct-1999,17.0,1.0,7047.0,38.4,37.0,w,Individual,2.0,1.0
8400.0, 36,9.17,267.79,B,B2,Budget Services Coordinator,2 years,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.96,Jan-1997,7.0,0.0,4595.0,60.5,36.0,w,Individual,2.0,0.0
15000.0, 60,12.88,340.38,C,C2,Systems Software Specialist II,2 years,RENT,90000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,21.17,Aug-1999,14.0,0.0,18385.0,35.0,29.0,w,Individual,5.0,0.0
19200.0, 60,8.49,393.83,B,B1,HR Assistant,10+ years,MORTGAGE,72000.0,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,21.22,Mar-1994,15.0,0.0,19770.0,49.5,28.0,w,Individual,5.0,0.0
12000.0, 36,15.77,420.53,D,D1,Payroll Manager,< 1 year,MORTGAGE,143000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,3.61,May-2003,8.0,0.0,6198.0,30.2,12.0,w,Individual,2.0,0.0
28800.0, 36,12.88,968.73,C,C2,Manager,8 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,6.68,Jul-1996,9.0,0.0,25166.0,48.0,19.0,w,Individual,0.0,0.0
5000.0, 36,5.32,150.58,A,A1,Orientation ,10+ years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,19.22,Nov-2001,7.0,0.0,5832.0,16.9,19.0,w,Individual,2.0,0.0
5000.0, 36,12.88,168.19,C,C2,Bartender ,7 years,MORTGAGE,60000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,30.24,Jan-2008,10.0,0.0,11687.0,44.9,31.0,w,Individual,1.0,0.0
31500.0, 60,11.99,700.55,C,C1,Lieutenant ,10+ years,MORTGAGE,120000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.55,Jun-1997,7.0,0.0,9374.0,25.5,20.0,w,Individual,2.0,0.0
24000.0, 60,18.49,615.86,D,D5,Laboratory Manager,10+ years,RENT,165000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.05,Mar-2000,13.0,1.0,15347.0,79.1,38.0,w,Individual,2.0,1.0
20000.0, 60,12.88,453.84,C,C2,Division Manager,< 1 year,MORTGAGE,110000.0,Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,23.89,Feb-1987,18.0,0.0,28645.0,57.0,33.0,w,Individual,5.0,0.0
24000.0, 60,10.78,519.19,B,B4,Division Director OBGYN ,2 years,MORTGAGE,110000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.82,Jun-1983,15.0,0.0,26534.0,34.6,35.0,w,Individual,4.0,0.0
21850.0, 60,17.27,546.21,D,D3,College professor,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.74,Aug-1984,9.0,0.0,8964.0,97.2,32.0,w,Individual,4.0,0.0
9500.0, 36,6.49,291.13,A,A2,Executive manager,10+ years,MORTGAGE,126500.0,Not Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,8.67,May-1996,14.0,1.0,5951.0,18.8,47.0,w,Individual,8.0,1.0
20000.0, 36,8.49,631.26,B,B1,registered nurse,10+ years,MORTGAGE,98000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,16.7,Sep-1995,11.0,0.0,16876.0,71.8,30.0,w,Individual,5.0,0.0
20000.0, 60,13.44,459.58,C,C3,teacher,8 years,RENT,59000.0,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,26.54,Aug-1999,22.0,0.0,19488.0,57.5,35.0,w,Individual,2.0,0.0
20000.0, 60,16.59,492.66,D,D2,IT Consultant,10+ years,MORTGAGE,135000.0,Source Verified,Dec-2015,Charged Off,home_improvement,Home improvement,26.92,Jan-1996,18.0,0.0,49831.0,78.0,30.0,w,Individual,1.0,0.0
20000.0, 60,12.88,453.84,C,C2,Payroll Processor,< 1 year,RENT,65000.0,Not Verified,Dec-2015,Fully Paid,credit_card,,16.93,Oct-1995,16.0,0.0,17336.0,24.1,41.0,w,Individual,0.0,0.0
25200.0, 60,13.44,579.07,C,C3,Information Assurance Manager,2 years,MORTGAGE,78000.0,Not Verified,Dec-2015,Current,credit_card,Credit card refinancing,20.46,Jun-1995,7.0,0.0,14762.0,63.4,17.0,w,Individual,2.0,0.0
12000.0, 36,6.99,370.48,A,A3,Store Manager,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,20.12,Jan-2001,13.0,0.0,12242.0,28.9,21.0,w,Individual,1.0,0.0
10000.0, 36,12.88,336.37,C,C2,Revenue tech,10+ years,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,14.73,Dec-2003,11.0,1.0,8358.0,48.3,22.0,w,Individual,1.0,1.0
12000.0, 60,9.8,253.79,B,B3,Business Office Asst,10+ years,MORTGAGE,36500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.91,Apr-1980,10.0,0.0,5940.0,26.5,24.0,w,Individual,2.0,0.0
12000.0, 60,7.91,242.81,A,A5,Registered Nurse,8 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,6.4,Aug-2003,4.0,0.0,6873.0,59.8,10.0,w,Individual,2.0,0.0
6425.0, 36,15.77,225.16,D,D1,Laboratory Services Technician,1 year,RENT,41000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,2.87,Mar-2002,4.0,1.0,476.0,7.0,13.0,w,Individual,0.0,1.0
12700.0, 36,17.97,458.95,D,D4,Accounting ,3 years,RENT,32760.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,34.32,Sep-2004,21.0,0.0,11472.0,38.1,30.0,w,Individual,0.0,0.0
35000.0, 36,13.99,1196.05,C,C4,Teacher,10+ years,OWN,121000.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,9.23,Jul-1984,27.0,1.0,21876.0,34.8,87.0,w,Individual,0.0,1.0
16000.0, 60,13.44,367.67,C,C3,Lead Medic/Critical Care Paramedic,5 years,MORTGAGE,110000.0,Source Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,15.82,Sep-1997,16.0,0.0,23911.0,58.9,28.0,w,Individual,2.0,0.0
15000.0, 36,13.99,512.6,C,C4,Table Games Supervisor,2 years,OWN,48000.0,Source Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,31.29,Apr-2011,6.0,0.0,3044.0,41.7,11.0,w,Individual,0.0,0.0
20550.0, 60,16.59,506.21,D,D2,Flight Attendant ,10+ years,RENT,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,26.38,May-2002,12.0,0.0,34612.0,39.7,20.0,w,Individual,4.0,0.0
25000.0, 36,6.99,771.82,A,A3,Program Analyst,10+ years,MORTGAGE,127000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,Home improvement,25.48,Nov-1984,10.0,0.0,18828.0,39.1,26.0,w,Individual,3.0,0.0
14000.0, 60,19.48,366.88,E,E2,foreman pipe fitter ,10+ years,RENT,115000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.36,Jan-2007,7.0,0.0,4916.0,48.2,11.0,f,Individual,0.0,0.0
16925.0, 60,21.48,462.46,E,E5,Executive Assistant,10+ years,RENT,47000.0,Verified,Dec-2015,Charged Off,major_purchase,Major purchase,22.09,Feb-1998,10.0,1.0,6022.0,42.0,27.0,w,Individual,3.0,1.0
4700.0, 36,13.44,159.36,C,C3,Phlebotomist ,3 years,RENT,22000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.64,Jun-2007,12.0,0.0,4192.0,26.7,19.0,w,Individual,0.0,0.0
5000.0, 36,8.49,157.82,B,B1,,,OWN,25000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.63,Jul-1987,17.0,1.0,7259.0,20.1,24.0,w,Individual,0.0,1.0
12000.0, 36,14.85,415.11,C,C5,Business Project Manager,2 years,MORTGAGE,92500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,17.66,Mar-2003,12.0,3.0,291.0,2.4,19.0,w,Individual,2.0,1.0
12000.0, 36,9.8,386.09,B,B3,Hvac tech,10+ years,RENT,55000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,12.61,Sep-2006,9.0,0.0,5116.0,63.2,13.0,w,Individual,0.0,0.0
15000.0, 36,6.99,463.09,A,A3,Head of Corporate Physical Security,1 year,MORTGAGE,117000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,4.66,Jun-1992,4.0,0.0,2976.0,20.4,13.0,w,Individual,1.0,0.0
4900.0, 36,13.44,166.15,C,C3,Project Manager ,2 years,MORTGAGE,123000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.6,Jan-1988,8.0,0.0,4792.0,64.8,16.0,w,Individual,2.0,0.0
18000.0, 36,7.49,559.83,A,A4,Registered Nurse,< 1 year,MORTGAGE,70000.0,Source Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,16.82,Jan-2001,10.0,0.0,19100.0,87.2,31.0,w,Individual,4.0,0.0
18000.0, 60,14.85,426.81,C,C5,administrative assistant,5 years,RENT,48000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,19.76,Jun-1999,15.0,1.0,3862.0,30.9,40.0,w,Individual,0.0,1.0
25000.0, 36,17.27,894.69,D,D3,Account manager,10+ years,MORTGAGE,120000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,Debt consolidation,21.33,Nov-2004,17.0,1.0,35492.0,74.2,26.0,w,Individual,2.0,1.0
15000.0, 36,12.88,504.55,C,C2,line leader,10+ years,MORTGAGE,50000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,13.92,Aug-2004,12.0,0.0,14435.0,40.1,34.0,w,Individual,4.0,0.0
3600.0, 36,11.48,118.68,B,B5,Police Officer,1 year,MORTGAGE,97000.0,Source Verified,Dec-2015,Fully Paid,car,Car financing,18.93,Dec-2005,16.0,1.0,7696.0,59.7,30.0,w,Individual,2.0,1.0
33000.0, 36,8.49,1041.58,B,B1,Systems Administrator II,5 years,MORTGAGE,92250.0,Verified,Dec-2015,Fully Paid,other,Other,20.68,Oct-2007,8.0,0.0,12502.0,36.6,18.0,w,Individual,4.0,0.0
14950.0, 60,18.99,387.73,E,E1,electrical lead,10+ years,MORTGAGE,68000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,31.36,Jul-2005,11.0,1.0,5549.0,57.0,40.0,w,Individual,2.0,1.0
15000.0, 36,12.88,504.55,C,C2,"Associate Director, Info. Management",10+ years,MORTGAGE,154000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,35.77,Feb-1995,20.0,0.0,19565.0,47.0,58.0,w,Individual,5.0,0.0
7000.0, 36,16.59,248.15,D,D2,Vendor Auditor,2 years,MORTGAGE,30100.0,Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,25.68,Aug-1995,13.0,0.0,13663.0,64.8,30.0,w,Individual,5.0,0.0
15000.0, 60,16.59,369.49,D,D2,Dispatcher II,10+ years,RENT,35300.0,Not Verified,Dec-2015,Current,debt_consolidation,Debt consolidation,36.52,Jul-1984,9.0,0.0,20681.0,47.0,21.0,w,Individual,0.0,0.0
35000.0, 36,12.88,1177.27,C,C2,Sr Software Eng,4 years,RENT,98000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,18.93,Jul-1998,11.0,0.0,40023.0,40.4,24.0,w,Individual,1.0,0.0
8000.0, 36,8.49,252.51,B,B1,,,MORTGAGE,58000.0,Not Verified,Dec-2015,Fully Paid,credit_card,Credit card refinancing,5.9,Dec-1977,11.0,0.0,42741.0,30.1,42.0,w,Individual,6.0,0.0
20000.0, 36,11.99,664.2,C,C1,Driver,8 years,MORTGAGE,40000.0,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,22.84,Oct-1999,18.0,0.0,13519.0,22.6,65.0,w,Individual,0.0,0.0
14375.0, 60,19.89,379.98,E,E3,Sr Tax Accountant,< 1 year,MORTGAGE,80000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,37.32,Oct-2003,15.0,0.0,27510.0,62.1,39.0,w,Individual,1.0,0.0
21000.0, 36,9.17,669.46,B,B2,Paint and Body technician ,< 1 year,MORTGAGE,85000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,10.51,Dec-2003,16.0,0.0,22910.0,41.6,30.0,w,Individual,3.0,0.0
3700.0, 36,12.88,124.46,C,C2,warehouse reciever/ lead,10+ years,OWN,65000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,Debt consolidation,20.81,Feb-1997,17.0,0.0,3971.0,8.1,34.0,w,Individual,0.0,0.0
8400.0, 36,9.17,267.79,B,B2,Technical manager,10+ years,RENT,85000.0,Not Verified,Dec-2015,Charged Off,credit_card,Credit card refinancing,26.77,Aug-2003,23.0,2.0,14877.0,45.9,34.0,w,Individual,0.0,1.0
